Park,Name,Unit Code,Park Type,Region,State,Sum Visits,Year,Month,Recreation Visits,Tent Campers,RV Campers,Backcountry Campers,Latitude,Longitude
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2019,8,49793,0,0,3506,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2019,9,38681,0,0,2791,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2019,10,36691,0,0,1528,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2019,11,25212,0,0,1066,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2019,12,22062,0,0,648,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2020,1,18955,0,0,170,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2020,2,20318,0,0,87,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2020,3,13408,0,0,119,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2020,4,365,0,0,0,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2020,5,2514,0,0,0,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2020,6,13740,0,0,1000,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2020,7,15323,0,0,1512,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2020,8,18462,0,0,1920,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2020,9,18147,0,0,1847,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2020,10,26302,0,0,1808,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2020,11,16745,0,0,801,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2020,12,3011,0,0,0,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2021,1,1684,0,0,8,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2021,2,13176,0,0,254,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2021,3,13914,0,0,1136,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2021,4,22512,0,0,1832,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2021,5,28239,0,0,2691,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2021,6,40977,0,0,2776,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2021,7,41381,0,0,3014,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2021,8,36839,0,0,3254,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2021,9,37121,0,0,3632,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2021,10,35612,0,0,2965,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2021,11,30330,0,0,2255,34.01,-119.42
Channel Islands NP,Channel Islands National Park,CHIS,National Park,Pacific West ,CA,3139516,2021,12,17467,0,0,712,34.01,-119.42
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2012,1,8132,0,0,132,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2012,2,6641,0,0,100,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2012,3,11524,0,0,104,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2012,4,11967,0,0,79,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2012,5,14102,0,0,125,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2012,6,6388,0,0,55,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2012,7,8362,0,0,19,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2012,8,7088,0,0,17,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2012,9,8501,0,0,25,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2012,10,11004,0,0,51,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2012,11,9470,0,0,105,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2012,12,6506,0,0,55,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2013,1,10098,0,0,100,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2013,2,6197,0,0,85,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2013,3,12453,0,0,85,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2013,4,14120,0,0,83,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2013,5,12612,0,0,75,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2013,6,11977,0,0,29,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2013,7,11859,0,0,6,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2013,8,8064,0,0,13,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2013,9,8220,0,0,12,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2013,10,6794,0,0,6,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2013,11,11044,0,0,28,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2013,12,6902,0,0,57,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2014,1,7994,0,0,21,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2014,2,7710,0,0,39,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2014,3,12177,0,0,24,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2014,4,16771,0,0,58,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2014,5,9351,0,0,52,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2014,6,9408,0,0,15,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2014,7,7909,0,0,15,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2014,8,9751,0,0,71,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2014,9,9756,0,0,4,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2014,10,11901,0,0,22,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2014,11,10325,0,0,120,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2014,12,7069,0,0,19,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2015,1,3435,0,0,34,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2015,2,6068,0,0,50,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2015,3,11150,0,0,67,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2015,4,10804,0,0,56,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2015,5,10988,0,0,50,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2015,6,7964,0,0,40,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2015,7,8640,0,0,13,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2015,8,4946,0,0,33,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2015,9,3880,0,0,25,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2015,10,4158,0,0,6,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2015,11,8935,0,0,8,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2015,12,6545,0,0,5,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2016,1,6850,0,0,0,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2016,2,6556,0,0,0,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2016,3,19387,0,0,0,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2016,4,14227,0,0,0,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2016,5,16201,0,0,50,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2016,6,13592,0,0,21,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2016,7,8229,0,0,6,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2016,8,11052,0,0,26,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2016,9,11646,0,0,33,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2016,10,12749,0,0,19,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2016,11,10792,0,0,78,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2016,12,12562,0,0,53,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2017,1,7458,0,0,71,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2017,2,13388,0,0,137,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2017,3,21778,0,0,219,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2017,4,18696,0,0,154,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2017,5,18947,0,0,154,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2017,6,14104,0,0,178,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2017,7,10278,0,0,26,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2017,8,13638,0,0,178,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2017,9,7821,0,0,50,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2017,10,11712,0,0,84,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2017,11,13307,0,0,84,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2017,12,8468,0,0,89,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2018,1,7186,0,0,34,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2018,2,11166,0,0,139,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2018,3,21238,0,0,350,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2018,4,14186,0,0,146,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2018,5,22489,0,0,83,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2018,6,13120,0,0,46,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2018,7,10544,0,0,27,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2018,8,12348,0,0,78,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2018,9,5675,0,0,14,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2018,10,8870,0,0,41,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2018,11,9691,0,0,65,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2018,12,9416,0,0,0,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2019,1,7000,0,0,0,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2019,2,10910,0,0,41,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2019,3,17121,0,0,254,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2019,4,15408,0,0,39,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2019,5,28786,0,0,90,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2019,6,13282,0,0,18,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2019,7,10936,0,0,20,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2019,8,11028,0,0,24,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2019,9,8312,0,0,53,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2019,10,13902,0,0,141,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2019,11,11765,0,0,141,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2019,12,10995,0,0,60,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2020,1,9672,0,0,8,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2020,2,10220,0,0,1,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2020,3,10790,0,0,10,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2020,4,0,0,0,0,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2020,5,140,0,0,0,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2020,6,4278,0,0,32,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2020,7,12127,0,0,99,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2020,8,9554,0,0,108,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2020,9,11375,0,0,94,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2020,10,19039,0,0,176,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2020,11,17473,0,0,152,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2020,12,14638,0,0,44,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2021,1,14159,0,0,82,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2021,2,14064,0,0,70,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2021,3,22219,0,0,191,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2021,4,20036,0,0,179,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2021,5,24978,0,0,267,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2021,6,18298,0,0,152,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2021,7,16936,0,0,80,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2021,8,12334,0,0,38,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2021,9,17309,0,0,75,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2021,10,19682,0,0,123,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2021,11,17860,0,0,88,33.78,-80.78
Congaree NP,Congaree National Park,CONG,National Park,Southeast ,SC,1380959,2021,12,17306,0,0,71,33.78,-80.78
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2012,1,7969,0,0,103,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2012,2,5629,0,0,86,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2012,3,4680,0,0,176,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2012,4,27921,0,0,156,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2012,5,20402,0,0,93,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2012,6,55678,0,0,41,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2012,7,111194,1262,0,407,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2012,8,109410,3012,0,661,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2012,9,79574,2178,0,240,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2012,10,24794,75,0,25,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2012,11,0,0,0,18,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2012,12,0,0,0,60,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2013,1,6325,0,0,68,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2013,2,5566,0,0,157,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2013,3,9637,0,0,292,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2013,4,12903,0,0,223,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2013,5,86716,0,0,8,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2013,6,70665,0,0,189,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2013,7,118819,0,0,771,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2013,8,110619,0,0,755,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2013,9,76796,0,0,393,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2013,10,7018,0,0,52,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2013,11,8645,0,0,25,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2013,12,9318,0,0,89,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2014,1,7501,0,0,112,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2014,2,4592,0,0,85,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2014,3,15767,0,0,280,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2014,4,10125,0,0,144,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2014,5,30492,0,0,181,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2014,6,76338,0,0,153,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2014,7,121701,1158,0,811,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2014,8,124944,958,0,675,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2014,9,87060,815,0,225,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2014,10,37254,382,0,38,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2014,11,9614,0,0,64,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2014,12,10120,0,0,161,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2015,1,10489,0,0,162,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2015,2,8635,0,0,173,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2015,3,13938,0,0,273,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2015,4,16918,0,0,171,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2015,5,48217,0,0,224,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2015,6,84679,1420,0,291,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2015,7,147623,1078,0,690,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2015,8,97673,2400,0,552,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2015,9,128398,1835,0,261,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2015,10,42803,815,0,191,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2015,11,12769,0,0,228,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2015,12,2570,0,0,37,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2016,1,3112,0,0,129,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2016,2,7170,0,0,275,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2016,3,8961,0,0,318,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2016,4,20389,0,0,236,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2016,5,40627,0,0,172,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2016,6,122905,0,0,266,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2016,7,190231,1300,0,1099,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2016,8,176895,2250,0,1102,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2016,9,131760,2070,0,728,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2016,10,38985,660,0,63,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2016,11,10325,0,0,122,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2016,12,4984,0,0,196,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2017,1,1935,0,0,112,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2017,2,1402,0,0,160,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2017,3,8716,0,0,327,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2017,4,15043,0,0,284,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2017,5,38145,0,0,184,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2017,6,136567,0,0,221,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2017,7,208237,582,0,721,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2017,8,157429,2072,0,400,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2017,9,84340,1588,0,133,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2017,10,41231,75,0,58,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2017,11,9687,0,0,38,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2017,12,9017,0,0,213,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2018,1,9220,0,0,147,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2018,2,8000,0,0,194,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2018,3,11143,0,0,343,42.94,-122.1
