Park,Name,Unit Code,Park Type,Region,State,Sum Visits,Year,Month,Recreation Visits,Tent Campers,RV Campers,Backcountry Campers,Latitude,Longitude
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2018,4,19790,0,0,206,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2018,5,52298,0,0,155,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2018,6,110842,0,0,297,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2018,7,179570,2725,0,408,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2018,8,134628,2052,0,325,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2018,9,110911,1962,0,257,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2018,10,58308,0,0,136,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2018,11,21309,0,0,56,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2018,12,4640,0,0,60,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2019,1,3120,0,0,100,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2019,2,2436,0,0,70,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2019,3,4800,0,0,264,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2019,4,15898,0,0,189,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2019,5,44808,0,0,128,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2019,6,103442,0,0,130,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2019,7,201191,1330,0,472,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2019,8,163472,1678,0,595,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2019,9,98266,1178,0,288,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2019,10,41635,508,0,72,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2019,11,16843,0,0,56,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2019,12,8601,0,0,72,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2020,1,3492,0,0,48,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2020,2,3351,0,0,146,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2020,3,5304,0,0,154,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2020,4,686,0,0,3,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2020,5,814,0,0,0,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2020,6,59731,0,0,404,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2020,7,209678,0,0,836,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2020,8,222368,0,0,746,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2020,9,59093,0,0,322,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2020,10,61613,0,0,204,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2020,11,18270,0,0,50,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2020,12,26100,0,0,222,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2021,1,8026,0,0,120,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2021,2,7803,0,0,153,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2021,3,15312,0,0,362,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2021,4,25680,0,0,392,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2021,5,56746,0,0,113,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2021,6,95155,0,0,293,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2021,7,194712,0,0,425,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2021,8,106379,0,0,200,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2021,9,64152,0,0,96,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2021,10,47196,0,0,50,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2021,11,19410,0,0,26,42.94,-122.1
Crater Lake NP,Crater Lake National Park,CRLA,National Park,Pacific West ,OR,6332013,2021,12,7180,0,0,49,42.94,-122.1
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2012,1,86320,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2012,2,90599,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2012,3,149846,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2012,4,194132,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2012,5,257820,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2012,6,272900,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2012,7,290576,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2012,8,282757,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2012,9,236390,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2012,10,203339,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2012,11,122400,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2012,12,112643,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2013,1,84333,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2013,2,78012,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2013,3,104524,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2013,4,181602,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2013,5,260588,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2013,6,260571,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2013,7,289470,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2013,8,282907,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2013,9,239958,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2013,10,78947,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2013,11,125141,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2013,12,116957,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2014,1,89704,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2014,2,81166,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2014,3,98108,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2014,4,198023,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2014,5,245144,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2014,6,246874,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2014,7,286307,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2014,8,273080,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2014,9,221783,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2014,10,228171,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2014,11,109529,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2014,12,111960,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2015,1,76795,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2015,2,72272,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2015,3,105883,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2015,4,210102,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2015,5,283076,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2015,6,250161,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2015,7,319145,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2015,8,287975,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2015,9,206668,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2015,10,227876,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2015,11,129512,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2015,12,115147,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2016,1,85195,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2016,2,83784,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2016,3,104225,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2016,4,171879,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2016,5,255362,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2016,6,306943,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2016,7,335174,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2016,8,332781,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2016,9,236792,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2016,10,245369,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2016,11,149398,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2016,12,116488,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2017,1,94019,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2017,2,90987,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2017,3,110435,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2017,4,181533,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2017,5,242698,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2017,6,247225,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2017,7,282963,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2017,8,284709,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2017,9,254864,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2017,10,189704,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2017,11,141098,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2017,12,106644,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2018,1,87889,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2018,2,85669,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2018,3,105152,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2018,4,144536,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2018,5,246129,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2018,6,228620,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2018,7,298486,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2018,8,250311,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2018,9,192662,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2018,10,209344,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2018,11,136691,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2018,12,110564,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2019,1,88020,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2019,2,82061,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2019,3,126521,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2019,4,177318,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2019,5,225949,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2019,6,284079,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2019,7,284928,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2019,8,285616,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2019,9,226681,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2019,10,203708,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2019,11,142329,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2019,12,110787,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2020,1,86140,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2020,2,76877,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2020,3,191063,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2020,4,239572,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2020,5,271067,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2020,6,324285,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2020,7,345278,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2020,8,355108,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2020,9,296760,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2020,10,266407,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2020,11,179201,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2020,12,123870,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2021,1,86000,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2021,2,91737,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2021,3,182618,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2021,4,224619,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2021,5,241897,0,0,0,41.24,-81.55
Cuyahoga Valley NP,Cuyahoga Valley National Park,CUVA,National Park,Midwest ,OH,23192415,2021,6,307110,0,0,0,41.24,-81.55
